price_per_unit,quality_score,delivery_time_days,on_time_delivery_rate,defect_rate,return_rate,delivery_mode,lead_time_variance,forecast_accuracy,seasonality_index,demand_volatility_index,order_frequency_monthly,avg_order_volume,payment_term_days,offer_validity_days,procurement_action_code,delivery_term_code,items_requested,items_offered,temporal_month,supplier_reliability_score,selected_supplier_flag
196.06,7.82,3,0.95,0.09,0.03,Road,1.44,0.92,1.01,0.69,9,2345.22,45,19,3,1,816,654,2,0.59,0
214.91,7.84,6,0.83,0.08,0.02,Road,0.77,0.89,0.98,0.25,22,4951.46,90,17,2,3,132,550,3,0.26,0
228.28,3.81,22,0.76,0,0.01,Road,1.75,0.78,0.89,0.97,37,3702.55,45,30,3,1,798,619,6,0.34,1
362.96,4.7,14,0.79,0.08,0,Road,3.96,0.66,0.92,0.82,21,2526.85,45,39,2,2,46,885,4,0.43,0
224.85,2.89,4,0.85,0.03,0.04,Road,0.42,0.72,0.87,0.43,42,1769.8,60,33,2,2,789,398,8,0.68,1
251.91,9.79,18,0.86,0.01,0.04,Air,3,0.68,0.97,0.78,29,7310.52,30,41,3,2,719,998,8,0.47,1
156.89,6.81,15,0.94,0.02,0.03,Air,0.68,0.74,0.81,0.41,26,1506.23,15,24,0,1,776,438,2,0.4,1
217.96,9.41,9,0.94,0.05,0.03,Sea,2.18,0.8,1.16,0.07,6,1763.02,15,27,3,0,512,703,2,0.78,1
152.27,3.73,18,0.87,0.04,0.01,Air,4.83,0.98,0.87,0.71,11,5813.01,30,10,1,2,536,161,3,0.07,1
82.94,8.04,3,0.93,0.03,0,Road,0.98,0.98,1.15,0.4,36,2338.17,45,47,2,2,926,112,11,0.65,0
321.55,7.89,10,0.76,0.02,0.04,Road,0.17,0.91,1.15,0.93,20,4647.83,30,38,3,1,606,414,2,0.45,0
350.7,7.22,17,0.72,0.08,0.02,Sea,2.14,0.99,0.98,0.31,44,5573.88,30,49,3,2,101,297,5,0.33,0
328.77,9.69,7,0.96,0.1,0.02,Air,2.89,1,1,0.84,20,2816.85,90,55,2,1,109,756,1,0.93,1
258.57,4.54,15,0.72,0.08,0.01,Air,1.49,0.95,0.92,0.68,27,3501.19,90,17,2,0,986,142,7,0.78,1
220.9,2.18,1,0.77,0.03,0,Sea,2.71,0.63,1.2,0.85,6,2181.05,45,9,3,2,695,455,8,0.22,1
438.5,7.05,27,0.91,0.02,0.02,Road,4.77,0.77,1.07,0.29,33,4658.2,60,57,0,2,464,411,12,0.65,1
283.59,7.56,25,0.82,0.02,0.04,Road,1.56,0.81,1.18,0.46,30,9924.76,15,58,2,2,736,751,4,0.82,1
265.63,6.18,27,0.96,0.01,0.05,Road,1.55,0.65,0.97,0.82,34,3690.85,90,27,3,1,886,44,7,0.99,0
61.54,2.86,11,0.79,0.06,0.04,Road,2.41,0.92,1.15,0.64,5,6567.97,45,49,1,1,607,879,9,0.7,1
203.56,5.54,17,0.7,0.06,0.05,Sea,2.58,0.66,0.98,0.36,16,6395.36,30,20,0,3,403,601,7,0.69,1
221.09,3.81,5,0.79,0.07,0.05,Air,0.01,0.75,1.15,0.51,12,7886.17,90,12,1,0,603,876,2,0.61,1
229.47,4.85,7,0.87,0.07,0.03,Road,3.08,0.63,0.85,1,12,7147.99,30,57,2,3,843,763,2,0.04,0
311.08,6.81,19,0.81,0.03,0.01,Air,4.99,0.81,1.05,0.74,11,216.62,30,59,2,3,895,353,10,0.59,0
290.12,7.71,25,0.86,0.03,0.04,Air,1.46,0.84,1.07,0.61,21,3161.25,90,35,0,3,981,493,10,0.81,0
323.56,3.09,24,0.96,0.07,0.01,Road,3.15,0.89,1.06,0.83,7,8715.31,45,37,2,1,514,654,10,0.4,1
394.2,4.65,29,0.97,0.03,0.01,Road,0.02,0.74,0.98,0.44,34,5441.55,15,53,1,2,126,530,6,0.59,1
415.84,3.42,15,0.78,0.02,0.01,Road,3.02,0.84,1.07,0.95,29,1131.82,45,34,3,2,688,397,8,0.93,1
373.16,2.79,3,0.84,0.04,0.03,Air,2.24,0.89,0.9,0.55,6,2833.76,60,49,3,1,763,774,12,0.17,0
479.99,8.05,15,0.86,0.03,0.02,Sea,2.65,0.9,1.04,0.33,36,2905.52,60,56,1,3,799,554,10,0.28,1
58.2,9.18,5,0.98,0.01,0.01,Road,2.72,0.72,1.02,0.09,34,8744.46,15,42,1,0,500,868,11,0.11,1
138.1,4.33,23,1,0.08,0.02,Air,0.88,0.63,0.93,0.38,49,5578.67,60,34,2,1,351,927,10,0.5,0
53.4,7.76,12,0.77,0.09,0.04,Air,3.85,0.62,1.11,0.57,8,6122.4,30,25,2,3,435,708,11,0.84,0
341.36,9.07,20,0.92,0.02,0.03,Road,2.78,0.91,0.83,0.7,37,3733.94,60,9,0,1,479,20,12,0.44,0
454.11,8.62,5,0.81,0.01,0.04,Sea,1.35,0.75,0.87,0.88,10,697.07,90,18,3,2,143,590,3,0.07,0
159.57,2.65,3,0.7,0.07,0.01,Road,4.69,0.65,0.99,0.94,16,844.96,30,42,0,2,887,147,1,0.26,0
467.17,9.61,9,0.7,0.02,0.01,Road,0.06,0.67,1.16,0.1,2,4261.79,45,30,1,2,189,140,1,0.89,0
77.12,4.39,26,0.84,0.04,0.03,Sea,3.63,0.91,1.03,0.6,19,1857.19,15,18,1,3,686,408,11,0.56,0
470.5,4.05,9,0.85,0.01,0.02,Road,1.91,0.84,1.14,0.67,7,1132.2,90,30,0,1,221,260,2,0.91,0
208.23,1.56,7,0.71,0.02,0.03,Road,2.61,0.8,1.01,0.17,2,2696.21,90,7,0,3,527,644,10,0.83,1
95.64,5.38,26,0.91,0.08,0.04,Sea,1.46,0.85,1.11,0.55,45,7446.26,15,34,3,1,594,375,6,0.41,0
268.64,1.98,2,0.79,0.08,0.04,Air,1.61,0.65,0.93,0.33,23,822.88,60,22,1,0,422,430,2,0.63,1
165.55,3.24,23,0.87,0.02,0.05,Air,0.08,0.73,1.13,0.08,31,4537.44,15,27,0,2,366,433,6,0.66,0
178.19,3.85,23,0.79,0.03,0.02,Air,3.65,0.75,0.96,0.07,4,8278.26,15,36,3,0,462,794,11,0.75,1
188.28,8.28,27,0.75,0.01,0.01,Air,3.55,0.73,1.02,0.76,16,2752.46,60,40,2,2,444,925,1,0.33,1
411.36,8.88,21,0.82,0.01,0.03,Air,3.27,0.95,0.87,0.62,10,3088.55,45,32,2,0,86,764,9,0.29,1
292.62,3.72,16,0.77,0.1,0.01,Road,4.39,0.83,1.17,0.72,49,8853.65,15,41,3,3,292,909,12,0.68,1
190.09,8.73,9,0.86,0.07,0.01,Sea,4.51,0.89,1.08,0.69,21,6535.04,60,37,0,2,736,171,7,0.82,0
324.65,8.72,13,0.76,0.05,0.01,Air,2.78,0.69,1.14,0.13,28,7997.35,90,22,3,3,686,104,1,0.41,0
372.27,7.88,28,0.85,0.08,0.02,Sea,3.42,0.71,0.88,0.15,46,2963.12,15,48,3,3,695,171,9,0.32,1
172.68,2.32,27,0.75,0.08,0.01,Air,0.05,0.69,0.83,0.25,12,9968.12,15,35,0,1,619,844,9,0.83,1
236.1,7.21,19,0.9,0.08,0,Road,4.23,0.88,0.93,0.4,13,1494.87,45,35,2,2,546,805,11,0.69,0
104.85,9.51,20,0.93,0,0.03,Air,4.08,0.74,1.01,0.94,40,9623.18,45,15,3,0,430,370,10,0.34,0
131.52,7.14,17,0.73,0.02,0.03,Air,0.1,0.76,1.12,0.67,17,9030.78,90,20,2,0,160,238,11,0.53,0
356.5,3.98,6,0.84,0.07,0.04,Sea,2.71,0.88,0.96,0.26,18,5563.76,45,14,3,2,741,125,6,0.96,1
131.65,5.51,4,0.72,0.04,0.03,Sea,4.53,0.99,0.91,0.06,10,5894.44,90,8,1,1,512,230,2,0.75,1
286.32,6.81,1,0.88,0.1,0.01,Road,0.91,0.66,0.95,0.68,28,7772.97,15,17,0,2,675,472,2,0.22,0
369.07,5.6,18,0.78,0.07,0.01,Sea,1.76,0.63,1.08,0.63,13,3137.14,60,8,2,3,597,941,12,0.3,0
98.09,2.08,19,0.86,0.1,0.01,Sea,1.66,0.68,0.93,0.68,34,5321.95,45,53,0,1,897,940,8,0.27,1
305.29,3.81,9,0.86,0.02,0.04,Sea,1.78,0.89,1.19,0.26,49,9033.52,90,24,2,3,957,690,9,0.85,0
165.45,8.22,13,0.98,0.09,0.04,Road,0.21,0.68,0.87,0.52,6,775.67,45,11,2,2,752,324,4,0.64,0
483.32,8.75,8,0.86,0.03,0.01,Road,1.4,0.83,1.1,0.36,12,9064.73,45,13,0,1,524,339,2,0.94,0
267.6,2.24,23,0.87,0.1,0.02,Road,1.47,0.84,1.04,0.82,29,7314.9,30,29,3,2,594,666,5,0.09,1
412.7,9.57,13,0.82,0.02,0.05,Sea,4.33,0.72,0.89,0.07,13,7721.46,15,25,3,2,632,295,7,0.05,1
297.6,3.96,15,0.98,0.05,0.03,Sea,1.76,0.63,1.1,0.28,26,740.71,45,25,1,1,344,191,4,0.68,0
69.54,6.96,11,0.93,0.08,0.04,Road,2.24,0.76,0.98,0.6,4,1958.79,60,54,2,1,593,829,12,0.27,1
334.92,7.77,12,0.79,0.04,0.01,Sea,1.9,0.67,1.07,0.21,15,9260.09,30,25,0,2,421,465,9,0.68,0
478.13,8.31,14,0.95,0.05,0.01,Sea,0.6,0.67,1.06,0.67,16,1328.11,90,55,2,0,264,928,12,0.72,1
320.73,9.51,4,0.83,0.1,0.04,Air,4.95,0.81,0.84,0.14,19,6348.71,90,51,3,1,227,284,4,0.3,0
418.63,3.82,1,0.95,0.04,0.03,Road,4.13,0.87,1.14,0.02,47,7848.66,60,46,0,0,217,46,8,0.95,1
447.89,8.73,24,0.95,0.06,0.03,Road,2.7,0.63,1.07,0.86,26,2389.69,60,34,0,0,770,452,3,0.77,1
152.64,2.19,4,0.76,0.01,0.03,Sea,2.38,0.83,1.11,0.33,32,7018.02,15,17,2,0,299,884,12,0.37,1
145.42,7.35,19,0.91,0.08,0.03,Sea,3.25,0.7,0.98,0.16,6,749.21,60,56,1,0,861,45,12,0.41,0
324.94,7.68,9,0.79,0.06,0.04,Air,1.63,0.87,0.88,0.17,6,5037.81,90,17,3,3,586,77,6,0.72,0
234.96,7.1,10,0.79,0.04,0.01,Road,0.25,0.92,0.93,0.89,5,3410.89,15,15,3,2,993,419,6,0.3,1
427.94,3.27,4,0.79,0,0.02,Road,2.02,0.92,1.16,0.65,2,6492.85,60,20,2,1,294,369,3,0.3,0
455.01,8.86,20,0.92,0.06,0.04,Sea,4.92,0.75,1.18,0.96,2,8901.15,60,40,2,2,525,130,2,0.62,0
209.04,2.52,9,0.77,0,0.02,Road,0.91,0.83,0.99,0.8,37,1342.36,90,35,1,2,717,676,6,0.13,1
156.59,1.48,13,0.7,0,0.03,Sea,2.64,0.92,0.92,0.77,3,4558.05,15,55,3,2,640,726,7,0.99,0
401.24,7.46,12,0.91,0.06,0.04,Air,0.04,0.62,1.09,0.5,6,4289.62,30,27,1,2,711,967,7,0.29,1
173.66,5.28,11,0.75,0.02,0.05,Sea,0.61,0.84,1.11,0.82,31,3305.57,30,54,0,2,687,967,10,0.38,0
420.18,8.64,12,0.73,0.02,0.02,Air,2.94,0.93,1.13,0.41,43,4853.65,15,11,0,1,972,957,11,0.22,1
240.68,4.45,18,0.77,0.07,0.02,Sea,1.49,0.75,0.81,0.83,5,8819.21,60,39,1,2,241,565,1,0.64,1
350.4,2.51,12,0.81,0.01,0.04,Air,4.53,0.78,0.8,0.76,46,9739.25,60,15,1,2,651,491,12,0.06,1
92.99,8.53,16,0.84,0.03,0.04,Air,2.03,0.88,0.94,0.68,10,128.14,15,9,2,2,998,298,6,0.93,0
330.74,5.94,5,0.71,0.01,0.04,Road,1.04,0.63,0.86,0.33,27,7416.41,30,20,3,3,890,887,9,0.3,1
253.3,2.7,20,0.99,0.06,0.02,Sea,2.73,0.75,1.12,0.63,24,6189.3,45,24,3,0,613,99,9,0.93,1
313.97,7.48,25,0.91,0.07,0.02,Road,3.97,0.72,1.01,0.51,22,9945.67,90,18,3,3,341,221,12,0.25,1
125.61,5.6,12,0.8,0.07,0.03,Road,0.1,0.61,1.13,0.46,25,990.32,15,29,1,2,646,584,2,0.51,1
381.59,6.44,21,0.8,0.03,0.04,Sea,2.53,0.68,0.87,0.99,3,8132.33,45,20,2,3,821,81,4,0.7,0
438.26,5.15,25,0.83,0.01,0.04,Road,3.87,0.76,1.05,0.5,16,9345.89,90,22,2,1,216,857,6,0.61,0
147.53,8.46,11,0.89,0.01,0.01,Road,0.52,0.68,1.03,0.03,30,9129.94,45,43,2,1,635,974,4,0.51,1
93.07,8.47,9,0.74,0.04,0.02,Road,4.51,0.84,0.94,0.63,48,5649.67,45,26,1,1,370,299,12,0.79,0
60.64,7.38,18,0.76,0.09,0.02,Sea,1.32,0.78,1.01,0.73,43,3342.81,90,26,1,0,360,376,9,0.47,0
338.89,1.95,25,0.96,0.02,0.05,Road,0.85,0.62,1.04,0.89,4,6435.05,45,21,2,1,382,36,2,0.33,0
323.19,8.55,3,0.78,0.03,0.03,Road,2.95,0.71,1.16,0.63,43,3130.11,30,47,1,0,110,429,10,0.72,0
296.01,7.04,20,0.81,0.01,0.02,Road,0.88,0.61,0.82,0.02,40,4181.47,15,31,0,1,553,909,6,0.94,1
154.38,7.27,17,0.96,0.06,0,Sea,3.4,0.74,1.13,0.12,16,4512.68,30,23,3,3,479,371,1,0.6,1
225.91,4.27,14,0.9,0.07,0.03,Air,2.45,0.7,1.19,0.16,40,3089.31,30,18,3,3,140,574,9,0.28,0
317.51,8.91,1,0.8,0.06,0,Air,0.55,0.88,1.09,0.21,41,3484.09,90,51,3,3,538,763,1,0.76,1
273.55,7.53,17,0.91,0.09,0.04,Air,4.56,0.72,1.09,0.8,46,172.4,90,48,0,3,486,464,12,0.76,1
494.5,2.01,25,0.71,0.05,0.04,Air,3.37,0.75,0.89,0.31,8,3041.08,90,45,2,0,257,814,8,0.27,0
111.4,4.67,27,0.92,0.01,0.02,Road,2.73,0.89,1.01,0.31,24,4775.82,45,59,3,1,384,621,9,0.38,0
362.82,8.98,8,0.85,0.03,0.02,Sea,1.87,0.79,1.08,0.76,16,1812.77,45,13,1,2,405,481,1,0.14,1
231.94,1.42,5,0.94,0.07,0.04,Road,0.67,0.82,1.04,0.41,27,8075.29,15,14,0,3,585,600,1,0.08,0
242.69,9.65,5,0.99,0.06,0.01,Sea,3.54,0.94,0.95,0.06,2,5422.61,45,30,2,1,968,955,10,0.81,1
372.92,7.11,9,0.98,0.05,0.01,Road,4.07,0.68,1.18,0.59,20,7959.42,15,53,0,1,87,378,7,0.37,1
361.6,6.68,3,0.97,0.07,0.05,Air,0.63,1,1.01,0.13,20,1368.22,30,31,3,1,721,335,10,0.28,0
496.07,3.44,19,0.85,0.06,0.04,Air,2.47,0.96,1.19,0.57,20,8223.06,15,27,2,2,50,419,5,0.26,0
107.78,3.24,23,0.81,0.09,0.04,Sea,2.42,0.71,1.03,0.78,19,9586.8,15,56,3,3,267,611,11,0.07,0
96.85,9.48,9,0.84,0.06,0.01,Road,1.75,0.96,1.12,0.93,18,3589.29,90,39,2,0,190,897,3,0.98,0
375.95,3.68,22,0.91,0.08,0.01,Air,3.95,0.9,1.1,0.07,13,2911.13,45,16,3,0,299,512,9,0.37,1
310.27,7.98,18,0.97,0.02,0,Sea,0.5,0.97,1.06,0.3,17,6503.63,60,28,2,2,134,34,2,0.16,0
173.37,4.54,16,0.76,0.07,0.01,Road,1.03,0.88,0.81,0.65,33,6395.55,60,25,0,2,865,170,6,0.86,1
85.74,2.25,1,0.98,0.09,0.04,Sea,0.01,0.87,0.83,0.32,28,1213.43,90,35,2,0,633,204,4,0.72,0
88.55,1.1,2,0.94,0.04,0.01,Road,1.86,0.6,1.03,0.45,5,9274.91,30,9,2,0,477,722,5,0.66,0
452.39,5.9,14,0.99,0.08,0.04,Road,1.46,0.79,1.16,0.02,28,4842.66,30,45,0,3,244,430,2,0.3,0
136.34,9.78,14,0.96,0.07,0.01,Road,4.33,0.68,1.04,0.69,25,7667.72,30,10,2,0,509,687,1,0.42,0
195.52,4.32,1,0.78,0.01,0.02,Sea,3.73,0.73,0.89,0.88,20,3657.24,15,43,0,0,723,743,9,0.84,0
152,4.21,26,0.73,0.06,0.05,Sea,0.42,0.99,0.93,0.98,21,2689.21,45,37,3,0,561,804,3,0.64,0
209.75,4.1,26,0.73,0.01,0.01,Road,3.7,0.63,1.05,0.83,13,1201.59,30,12,3,2,720,22,6,0.35,1
81.24,5.68,25,0.79,0.1,0.02,Air,3.38,0.89,1.04,0.03,6,2817.74,60,34,3,0,970,416,9,0.11,1
283.58,4.97,16,0.88,0.08,0.02,Road,1.41,0.67,1.18,0.65,29,9934.97,15,16,2,0,832,972,1,0.9,0
80.43,8.92,15,0.94,0.01,0.01,Sea,0.08,0.6,1.01,0.5,42,6613.81,30,18,1,3,647,864,12,0.96,0
410.16,5.55,26,0.97,0.01,0.02,Road,0.58,0.8,0.94,0.94,9,8047.55,30,52,1,1,83,364,5,0.72,0
155.17,5.57,15,0.89,0.06,0.02,Sea,1.25,0.66,1.01,0.9,29,9589.24,45,8,3,2,700,255,4,0.69,0
293.01,2.25,12,0.7,0.03,0.03,Road,4.08,0.99,1.11,0.99,38,882.01,45,9,0,2,14,97,3,0.54,1
446.04,9.84,16,0.76,0,0.04,Road,2.33,0.68,1.02,0.86,1,1730.47,15,7,2,3,833,448,2,0.97,1
342.89,3.25,14,0.73,0.05,0.03,Air,4.59,0.68,0.93,0.55,30,9286.86,60,41,0,0,127,430,3,0.69,1
289.83,1.66,29,0.81,0.04,0,Air,3.95,0.61,0.94,0.71,32,5689.08,90,30,2,1,753,661,1,0.08,1
195.95,6.97,24,0.85,0.01,0.03,Sea,1.44,0.73,1.1,0.96,23,6385.01,60,53,0,3,670,831,1,0.09,1
199.85,6.36,15,0.71,0.08,0,Road,4.23,0.61,0.83,0.58,39,4333.58,45,54,3,1,323,265,8,0.96,0
351.27,4.74,23,0.8,0.09,0.03,Sea,0.58,0.8,0.91,0.84,10,8162.84,45,58,1,0,210,285,5,0.94,0
497.36,4.8,15,0.75,0.08,0.03,Road,0.18,0.8,0.86,0.94,44,5220.72,90,40,0,1,870,667,2,0.56,1
347.83,8.07,19,0.89,0.08,0.01,Road,3.04,0.62,1.18,0.57,21,8278.68,60,26,3,3,552,16,3,0.21,1
301,2.76,8,0.84,0.02,0.04,Road,1.71,0.7,0.84,0.16,26,9922.65,60,22,1,0,758,509,2,0.58,0
378.79,8.38,2,0.85,0.03,0.05,Air,1.65,0.93,1.1,0.16,15,6502.6,90,36,1,2,439,255,10,0.76,0
259.34,6.84,2,0.83,0.02,0.04,Sea,3.44,0.79,1.05,0.12,17,5335.25,45,53,1,1,676,355,2,0.01,0
77.06,4.77,27,0.99,0.08,0.02,Road,4.25,0.77,1.05,0.48,35,3715.06,15,45,0,0,719,213,4,0.82,1
303.03,5.12,10,0.76,0.09,0.03,Road,1.61,0.88,1.11,0.48,25,2027.49,60,31,0,0,628,491,12,0.46,0
480.93,3.31,3,0.85,0.07,0.05,Sea,1.63,0.89,0.96,0.62,15,6600.91,30,11,1,3,168,761,4,0.46,1
128.89,7.77,23,0.92,0.09,0.02,Sea,2.67,0.9,0.96,0.48,33,720.11,60,35,0,0,690,489,7,0.43,1
360.5,5.62,17,0.87,0.06,0.04,Road,3.27,0.93,0.92,0.97,11,9567.25,60,43,3,3,310,103,2,0.69,1
140.42,3.89,8,0.98,0.04,0,Air,1.01,0.69,1.04,0.29,24,6510.8,60,34,2,2,429,907,9,0.21,1
291.12,6.36,28,0.81,0.04,0,Air,4.56,0.63,1.17,0.87,6,9597.69,45,59,1,1,267,319,7,0.61,1
93.5,9.96,23,0.84,0.01,0.04,Road,3.27,0.75,1.17,0.1,28,2795.52,30,47,2,2,71,529,4,0.04,1
252.67,4.92,4,0.73,0,0.04,Air,3.13,0.94,1.08,0.6,29,9470.51,60,29,1,3,670,938,12,0.81,1
390.27,9.29,14,0.88,0.07,0.04,Sea,4.52,0.63,1.16,0.65,48,6160.04,15,38,2,2,171,439,7,0.82,1
206.41,4.11,21,0.79,0.04,0.05,Air,4.54,0.83,1.19,0.77,21,8121.61,30,52,1,1,95,179,10,0.31,1
349.21,1.49,10,0.75,0.06,0.01,Sea,0.68,0.88,1.12,0.5,12,1871.34,90,57,3,2,22,128,11,0.11,1
407.95,2.84,29,0.86,0.06,0.01,Sea,0.73,0.79,0.96,0.2,22,5051.09,15,24,1,0,284,767,1,0.75,0
467.23,4.77,1,0.86,0.03,0.05,Sea,3.81,0.7,0.99,0.37,27,5732.71,90,47,3,1,426,649,7,0.47,0
155.59,2.98,4,0.72,0.05,0.01,Sea,4.78,0.73,1.17,0.27,21,3989.26,60,41,1,2,133,743,6,0.92,0
229.69,1,1,0.91,0.05,0.03,Air,3.33,0.63,1.07,0.42,15,2607,45,49,0,1,879,72,9,0.35,0
118.59,9.24,17,0.89,0.04,0.03,Sea,2.06,0.72,1.13,0.53,18,9057.27,60,30,2,2,625,126,8,0.84,0
496.62,8.59,26,0.76,0.08,0,Road,3.42,0.62,0.85,0.63,10,942.08,60,53,3,0,58,118,2,0.03,0
467.15,7.68,17,0.84,0.05,0.01,Sea,1.14,0.89,0.88,0.85,22,1624.47,90,34,1,3,12,755,11,0.77,0
292.98,2.51,7,0.92,0.06,0.03,Road,4.99,0.96,0.94,0.91,44,3273.05,60,42,0,2,943,502,3,0.68,1
428.91,2.08,23,0.86,0.09,0.04,Sea,2.16,0.85,0.88,0.46,20,9205.72,15,27,1,1,771,997,3,0.53,1
284.43,1.61,20,0.82,0.09,0.04,Sea,4.66,0.86,1.16,0.09,19,5685.68,45,11,2,2,774,726,12,0.91,1
330.61,7.52,15,0.8,0.09,0.03,Air,2.15,0.79,0.89,0.8,28,3794.42,90,32,1,3,732,609,6,0.94,1
90.11,9.36,13,0.88,0.03,0.02,Sea,4.64,0.66,1.02,0.48,37,4086.51,30,56,0,0,592,426,2,0.93,1
389.87,4.87,28,0.98,0,0.01,Sea,1.68,0.6,0.83,0.55,44,8394,60,29,1,0,280,334,11,0.6,0
107.47,2.07,2,0.9,0.03,0.01,Air,3.8,0.74,0.86,0.6,1,365.12,90,50,1,3,559,901,2,0.52,0
421.73,5.61,28,0.72,0.03,0.02,Air,4.76,0.9,0.9,0.67,34,212.26,60,39,3,0,162,249,4,0.27,0
401.91,4.14,19,0.84,0.09,0,Road,3.23,0.98,1.19,0.89,35,556.24,60,32,3,2,326,719,1,0.16,0
368.94,4.37,24,0.97,0.06,0.01,Air,3.39,0.77,1.12,0.95,26,4745.13,90,28,1,1,991,525,1,0.56,0
66.27,6.59,13,0.73,0.01,0.02,Road,0.51,0.75,1.07,0.94,30,5854.37,15,26,1,2,736,627,1,0.15,0
186.41,7.47,24,1,0.01,0.02,Sea,2.37,0.78,1.17,0.81,12,6282.24,30,8,0,3,443,628,5,0.17,0
168.4,2,11,0.98,0.02,0,Road,4.43,0.77,1.18,0.89,14,7338.26,60,47,1,2,531,261,9,0.36,1
212.06,1.32,27,0.72,0.06,0.03,Air,1.2,0.85,0.98,0.05,39,1978.27,15,24,2,2,621,195,4,0.19,0
89.44,9.95,22,0.98,0.07,0.03,Sea,3.94,0.89,0.93,0.85,4,2696.62,60,11,3,3,878,747,8,0.5,1
471.63,3.09,15,0.81,0.09,0,Road,3.38,0.91,0.93,0.07,12,2510.72,60,38,2,1,955,422,7,0.66,0
299.21,1.48,10,0.95,0.09,0.05,Road,1.11,0.86,0.81,0.75,24,1576.8,15,52,1,0,900,513,6,0.7,1
187.49,2.71,9,0.83,0.02,0,Road,1.41,0.78,0.91,0.17,40,2519.52,60,17,0,3,499,542,9,0.53,0
228.64,1.35,27,0.83,0.03,0.04,Sea,2.14,0.98,0.94,0.36,31,6175.16,30,27,2,0,819,163,10,0.52,0
251.24,4.53,28,0.89,0.02,0,Road,0.63,0.88,0.81,0.18,1,3727.47,90,28,1,0,755,233,1,0.47,0
320.27,8.22,9,0.93,0.04,0.04,Road,4.57,0.77,1.15,0.44,37,7702.33,15,9,3,3,208,607,7,0.25,0
282.06,4.07,20,0.71,0.09,0,Air,3.7,0.78,1.14,0.41,1,5410.55,45,15,1,1,445,562,9,0.65,1
463.73,5,28,0.88,0.06,0.04,Road,1.82,0.93,0.9,0.05,15,2199.19,60,8,3,3,695,855,10,0.66,1
273.63,7.08,1,0.76,0.07,0.02,Sea,1.5,0.78,1.12,0.83,13,4727.08,90,52,0,3,226,427,2,0.26,1
496.47,5.58,17,0.8,0.05,0.04,Air,3.45,0.81,1.12,0.85,29,5974.35,30,34,3,2,519,494,4,0.7,1
433.14,8.75,12,0.8,0,0.02,Sea,2.12,0.72,0.93,0.79,45,8675.33,30,40,1,2,49,693,5,0.86,1
143.83,8.79,10,0.84,0.01,0,Air,1.15,0.94,1.08,0.85,4,8353.8,45,59,0,3,707,906,11,0.59,1
468.77,1.09,5,0.8,0.05,0.04,Air,2.15,0.81,0.92,0.75,15,4322.15,30,16,3,2,498,681,5,0.12,0
102.36,8,29,0.73,0.07,0,Road,4.36,0.82,0.83,0.94,44,6511.99,90,25,3,1,801,169,11,0.33,0
417.85,5.15,18,0.74,0.02,0.05,Sea,0.34,0.95,1,0.58,40,3048.27,45,35,2,2,590,60,7,0.09,1
221.28,9.9,15,0.71,0.07,0,Road,1.84,0.97,0.98,0.58,48,6366.73,15,8,3,1,258,639,10,0.3,1
445.09,5.35,6,0.84,0.08,0.02,Air,4.81,0.93,0.86,0.86,12,9136.65,45,54,1,0,94,289,8,0.21,1
440.63,9.88,7,0.99,0.04,0.04,Road,0.07,0.63,1,0.35,25,6282.97,15,12,0,0,689,181,9,0.55,1
412.67,7.79,17,0.73,0.07,0.02,Air,4.45,0.78,1.18,0.05,27,3107.34,30,50,1,1,413,990,5,0.42,0
405.51,3.24,6,0.98,0.04,0.01,Air,1.87,0.74,1.09,0.75,6,6475.44,90,13,3,0,38,341,2,0.72,1
187.11,5.85,8,0.92,0.07,0.04,Sea,0.95,0.69,1.1,0.25,23,9037.27,60,42,1,1,46,605,2,0.36,0
86.41,9.93,12,0.89,0.08,0.04,Sea,0.07,0.96,1.1,0.47,15,1456.76,45,14,2,3,516,302,5,0.15,0
231.34,8.72,21,0.89,0.1,0.05,Sea,0.35,0.96,1.1,0.24,39,4876.22,30,25,1,2,541,861,5,0.24,0
128.09,1.88,14,0.95,0.03,0.02,Sea,0.86,0.79,0.81,0.83,5,3278.4,90,16,0,0,667,75,5,0.55,0
362.73,7.36,12,0.73,0.04,0.03,Road,0.13,0.65,1.17,0.96,23,2490.53,60,39,0,0,269,279,6,0.45,1
205.74,4.11,23,0.85,0.02,0.02,Sea,1.68,0.61,1.13,0.06,15,4022.47,45,43,3,3,660,922,12,0.04,0
489.02,1.06,10,0.91,0.02,0.01,Sea,0.22,0.78,0.91,0.23,25,4000.28,90,44,0,2,264,353,8,0.21,1
338.44,4.63,22,0.88,0.07,0.04,Sea,3.46,0.62,1.02,0.19,30,2183.29,30,33,1,2,969,999,11,0.3,1
420.12,3.11,20,0.95,0.09,0.02,Air,4.09,0.84,1.05,0.67,44,4095.89,45,35,3,1,95,280,5,0.73,1
109.64,8.37,15,0.72,0.04,0.02,Air,4.44,0.84,0.85,0.43,43,6373.95,45,25,1,0,573,70,3,0.73,0
437.91,4.04,7,0.91,0.02,0.02,Sea,2.75,0.96,0.9,0.46,4,354.75,15,24,2,2,820,698,9,0.7,1
465.24,8.45,26,0.86,0.03,0.04,Air,4.73,0.68,0.81,0.16,13,9893.33,15,57,1,0,663,875,4,0.82,1
269.18,1.01,9,0.81,0.05,0.05,Air,0.03,0.75,1.15,0.41,40,3029.85,45,57,0,0,643,638,12,0.87,1
